"","X","id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
"1836",1835,47994,"Female","Loyal Customer",34,"Business travel","Eco Plus",846,5,5,5,5,5,5,5,5,2,2,1,3,2,5,107,98,"satisfied"
"1837",1836,58675,"Male","disloyal Customer",16,"Business travel","Eco",622,2,2,2,4,1,2,1,1,2,4,3,2,3,1,31,13,"neutral or dissatisfied"
"1840",1839,4248,"Male","Loyal Customer",55,"Personal Travel","Eco",1020,4,3,4,5,3,4,3,3,5,3,4,4,5,3,0,25,"neutral or dissatisfied"
"1841",1840,102340,"Female","Loyal Customer",46,"Business travel","Business",2273,2,5,5,5,1,3,3,2,2,2,2,1,2,2,0,0,"neutral or dissatisfied"
"1842",1841,12072,"Female","Loyal Customer",12,"Personal Travel","Eco",351,2,4,2,5,5,2,5,5,4,4,5,3,4,5,0,0,"neutral or dissatisfied"
"1843",1842,21234,"Male","Loyal Customer",35,"Personal Travel","Eco",192,3,2,3,4,1,3,1,1,1,5,3,2,4,1,25,14,"neutral or dissatisfied"
"1844",1843,90079,"Female","disloyal Customer",45,"Business travel","Business",957,5,5,5,2,5,5,5,5,5,3,4,5,5,5,0,0,"satisfied"
"1847",1846,113377,"Female","disloyal Customer",33,"Business travel","Business",397,2,1,1,2,3,1,3,3,4,3,4,4,5,3,0,0,"neutral or dissatisfied"
"1848",1847,81225,"Female","Loyal Customer",46,"Business travel","Business",1426,4,4,4,4,2,5,4,5,5,5,5,3,5,5,0,0,"satisfied"
"1849",1848,4800,"Male","Loyal Customer",21,"Personal Travel","Eco",438,3,3,3,3,3,3,3,1,5,2,3,3,1,3,71,162,"neutral or dissatisfied"
"1850",1849,10021,"Male","Loyal Customer",34,"Personal Travel","Eco Plus",534,3,2,3,3,3,3,3,3,4,5,4,1,4,3,120,111,"neutral or dissatisfied"
"1856",1855,87897,"Male","disloyal Customer",34,"Business travel","Business",270,2,2,2,3,4,2,4,4,4,4,4,4,4,4,0,0,"neutral or dissatisfied"
"1857",1856,32248,"Male","Loyal Customer",55,"Business travel","Business",1734,2,2,2,2,4,5,5,5,5,5,5,1,5,5,0,0,"satisfied"
"1858",1857,51042,"Male","Loyal Customer",44,"Personal Travel","Eco",158,4,2,4,4,1,4,1,1,2,3,3,3,4,1,0,0,"neutral or dissatisfied"
"1862",1861,94158,"Male","Loyal Customer",52,"Business travel","Business",3335,4,4,4,4,2,5,4,4,4,4,4,3,4,4,0,0,"satisfied"
"1864",1863,17356,"Male","disloyal Customer",47,"Business travel","Eco",163,2,0,2,1,3,2,3,3,1,2,4,1,4,3,15,4,"neutral or dissatisfied"
"1867",1866,88626,"Male","Loyal Customer",64,"Personal Travel","Eco",270,3,0,3,3,1,3,1,1,5,2,4,3,5,1,4,0,"neutral or dissatisfied"
"1868",1867,75850,"Female","Loyal Customer",19,"Personal Travel","Eco",1440,4,4,4,2,2,4,2,2,4,3,3,3,4,2,0,19,"satisfied"
"1869",1868,64677,"Male","disloyal Customer",20,"Business travel","Business",551,4,5,4,1,1,4,1,1,3,4,4,4,5,1,0,0,"satisfied"
"1870",1869,43608,"Male","disloyal Customer",40,"Business travel","Eco",297,1,0,1,3,2,1,2,2,5,5,4,5,1,2,0,0,"neutral or dissatisfied"
"1872",1871,89866,"Female","Loyal Customer",50,"Business travel","Business",1501,3,3,3,3,2,5,4,4,4,4,4,3,4,3,0,0,"satisfied"
"1873",1872,96730,"Female","Loyal Customer",32,"Personal Travel","Eco",813,3,0,2,1,3,2,4,3,5,2,3,5,4,3,0,6,"neutral or dissatisfied"
"1875",1874,24124,"Female","Loyal Customer",28,"Personal Travel","Eco",584,3,5,3,4,1,3,2,1,3,4,4,5,4,1,21,11,"neutral or dissatisfied"
"1876",1875,60497,"Female","Loyal Customer",44,"Business travel","Business",2441,2,2,2,2,2,5,1,5,5,5,5,1,5,3,13,0,"satisfied"
"1877",1876,92961,"Female","disloyal Customer",35,"Business travel","Business",1694,2,2,2,3,3,2,3,3,4,4,3,3,5,3,0,0,"neutral or dissatisfied"
"1878",1877,100835,"Male","Loyal Customer",55,"Business travel","Business",1970,4,4,2,4,2,4,5,3,3,3,3,4,3,5,0,0,"satisfied"
"1879",1878,59056,"Female","Loyal Customer",46,"Business travel","Business",1723,2,2,2,2,5,3,3,2,2,2,2,4,2,3,5,0,"neutral or dissatisfied"
"1880",1879,55953,"Male","Loyal Customer",55,"Business travel","Business",1620,3,3,3,3,3,5,5,4,4,4,4,3,4,4,0,0,"satisfied"
"1881",1880,37189,"Male","Loyal Customer",33,"Business travel","Eco Plus",1237,4,3,1,3,4,4,4,4,3,4,1,1,4,4,0,0,"satisfied"
"1882",1881,9958,"Female","disloyal Customer",23,"Business travel","Eco",457,4,2,4,4,4,4,4,4,1,4,3,4,1,4,290,285,"neutral or dissatisfied"
"1883",1882,91372,"Female","Loyal Customer",60,"Personal Travel","Eco Plus",270,2,2,5,1,5,2,1,4,4,5,1,1,4,1,0,21,"neutral or dissatisfied"
"1884",1883,98079,"Male","Loyal Customer",40,"Personal Travel","Eco",1449,3,2,3,2,4,3,4,4,2,3,3,4,3,4,0,0,"neutral or dissatisfied"
"1885",1884,125534,"Male","Loyal Customer",39,"Business travel","Business",226,4,4,4,4,2,5,4,5,5,4,5,4,5,4,4,5,"satisfied"
"1886",1885,77572,"Male","disloyal Customer",20,"Business travel","Eco",731,3,4,4,4,3,4,3,3,5,5,5,5,5,3,3,0,"neutral or dissatisfied"
"1887",1886,100517,"Male","Loyal Customer",37,"Personal Travel","Eco",580,0,2,0,2,1,0,1,1,3,3,2,3,2,1,0,0,"satisfied"
"1888",1887,14011,"Female","Loyal Customer",57,"Business travel","Business",2054,1,4,3,3,1,4,3,2,2,2,1,4,2,2,0,0,"neutral or dissatisfied"
"1889",1888,50259,"Female","Loyal Customer",48,"Business travel","Business",3973,2,2,2,2,2,3,3,3,3,3,2,2,3,1,0,0,"neutral or dissatisfied"
"1890",1889,15825,"Female","disloyal Customer",59,"Business travel","Business",195,2,2,2,1,4,2,4,4,4,5,5,4,5,4,0,0,"neutral or dissatisfied"
"1891",1890,41178,"Female","Loyal Customer",28,"Personal Travel","Eco",468,2,4,3,1,4,3,4,4,5,5,4,4,4,4,5,0,"neutral or dissatisfied"
"1892",1891,15146,"Female","disloyal Customer",22,"Business travel","Eco",912,1,1,1,3,3,1,3,3,3,5,3,4,4,3,0,0,"neutral or dissatisfied"
"1893",1892,125633,"Female","Loyal Customer",44,"Business travel","Business",899,4,4,4,4,4,4,5,5,5,5,5,3,5,5,30,20,"satisfied"
"1894",1893,34173,"Female","Loyal Customer",41,"Business travel","Business",1189,2,1,1,1,1,4,4,2,2,2,2,3,2,4,0,0,"neutral or dissatisfied"
"1895",1894,37357,"Female","Loyal Customer",42,"Business travel","Business",2201,5,5,5,5,5,2,3,5,5,5,5,1,5,3,101,122,"satisfied"
"1896",1895,4620,"Male","Loyal Customer",10,"Personal Travel","Eco",719,1,5,1,1,1,1,1,1,3,5,4,4,5,1,55,73,"neutral or dissatisfied"
"1897",1896,100252,"Male","Loyal Customer",51,"Business travel","Business",2939,5,5,5,5,5,4,4,4,4,4,4,4,4,5,0,0,"satisfied"
"1898",1897,3076,"Male","Loyal Customer",46,"Business travel","Business",2504,4,4,4,4,4,4,5,3,3,2,3,4,3,5,0,5,"satisfied"
"1899",1898,43752,"Male","Loyal Customer",38,"Business travel","Business",3995,3,3,4,3,5,5,5,4,4,4,4,1,4,5,0,0,"satisfied"
"1901",1900,85830,"Male","Loyal Customer",67,"Personal Travel","Eco",666,4,3,3,2,5,3,4,5,2,5,4,5,1,5,14,13,"neutral or dissatisfied"
"1902",1901,4602,"Male","Loyal Customer",39,"Personal Travel","Eco Plus",416,5,1,5,3,3,5,4,3,2,1,4,4,4,3,0,0,"satisfied"
"1903",1902,26717,"Female","Loyal Customer",69,"Personal Travel","Eco",581,1,5,1,2,4,4,4,2,2,1,4,3,2,3,0,0,"neutral or dissatisfied"
"1904",1903,20540,"Male","Loyal Customer",57,"Business travel","Business",533,2,4,4,4,5,2,3,2,2,2,2,2,2,4,29,15,"neutral or dissatisfied"
"1905",1904,55404,"Male","Loyal Customer",30,"Business travel","Business",1290,2,2,2,2,5,5,5,5,5,5,4,4,5,5,0,0,"satisfied"
"1906",1905,56042,"Male","Loyal Customer",27,"Business travel","Eco",2586,3,4,4,4,3,3,3,3,4,2,4,3,1,3,20,6,"neutral or dissatisfied"
"1910",1909,27398,"Female","Loyal Customer",31,"Business travel","Business",2289,2,2,2,2,4,4,4,4,5,5,4,5,5,4,0,0,"satisfied"
"1911",1910,25616,"Male","disloyal Customer",24,"Business travel","Eco",666,4,0,4,2,4,1,1,3,5,3,3,1,4,1,209,194,"satisfied"
"1912",1911,45119,"Male","Loyal Customer",33,"Personal Travel","Eco",157,2,5,2,3,2,2,2,2,3,3,5,5,4,2,5,6,"neutral or dissatisfied"
"1913",1912,87881,"Male","Loyal Customer",13,"Personal Travel","Eco Plus",214,2,3,2,3,1,2,1,1,3,4,4,5,4,1,32,18,"neutral or dissatisfied"
"1914",1913,30790,"Female","Loyal Customer",58,"Personal Travel","Eco",895,3,1,3,3,3,2,3,2,2,3,2,4,2,3,0,0,"neutral or dissatisfied"
"1915",1914,88634,"Male","Loyal Customer",49,"Personal Travel","Eco",406,2,4,2,1,2,2,2,2,2,4,3,3,4,2,2,0,"neutral or dissatisfied"
"1916",1915,89521,"Female","Loyal Customer",21,"Personal Travel","Business",944,2,1,2,3,1,2,1,1,4,4,4,1,4,1,0,0,"neutral or dissatisfied"
"1917",1916,56375,"Male","Loyal Customer",61,"Personal Travel","Eco",200,4,3,4,3,4,4,5,4,1,2,4,1,4,4,0,0,"neutral or dissatisfied"
"1918",1917,104954,"Male","Loyal Customer",66,"Personal Travel","Business",337,4,4,4,1,2,5,4,5,5,4,5,3,5,3,16,1,"satisfied"
"1921",1920,30202,"Male","Loyal Customer",34,"Business travel","Eco Plus",95,0,0,0,3,5,0,1,5,4,4,1,3,3,5,0,0,"satisfied"
"1922",1921,111474,"Male","Loyal Customer",61,"Personal Travel","Eco Plus",1024,2,5,2,1,4,2,4,4,5,4,2,5,3,4,0,0,"neutral or dissatisfied"
"1923",1922,29335,"Female","Loyal Customer",8,"Personal Travel","Eco",933,4,5,4,2,1,4,1,1,4,2,4,3,5,1,0,1,"neutral or dissatisfied"
"1924",1923,105512,"Female","Loyal Customer",36,"Business travel","Business",1590,2,2,2,2,5,5,4,3,3,3,3,4,3,4,7,6,"satisfied"
"1925",1924,37649,"Male","Loyal Customer",25,"Personal Travel","Eco",944,3,4,3,1,1,3,1,1,2,1,2,3,2,1,0,0,"neutral or dissatisfied"
"1927",1926,59034,"Male","Loyal Customer",43,"Business travel","Business",1744,4,4,4,4,5,5,4,5,5,4,5,3,5,5,107,97,"satisfied"
"1928",1927,98748,"Female","Loyal Customer",16,"Personal Travel","Eco",1290,2,4,2,2,2,2,2,2,5,2,3,5,5,2,0,0,"neutral or dissatisfied"
"1930",1929,82372,"Male","Loyal Customer",39,"Business travel","Eco Plus",453,1,0,0,4,4,0,4,4,2,1,3,4,4,4,0,6,"neutral or dissatisfied"
"1931",1930,2670,"Male","Loyal Customer",25,"Personal Travel","Eco",597,1,4,1,2,1,1,1,1,4,5,4,3,4,1,28,27,"neutral or dissatisfied"
"1932",1931,110451,"Male","Loyal Customer",28,"Personal Travel","Eco",925,3,2,4,4,5,4,5,5,1,5,3,4,3,5,10,0,"neutral or dissatisfied"
"1933",1932,71345,"Male","Loyal Customer",45,"Personal Travel","Eco",1514,1,2,0,3,5,0,5,5,4,1,3,2,4,5,14,0,"neutral or dissatisfied"
"1934",1933,125679,"Male","Loyal Customer",23,"Business travel","Business",759,3,4,4,4,3,3,3,3,3,1,2,3,3,3,0,7,"neutral or dissatisfied"
"1936",1935,114632,"Female","disloyal Customer",28,"Business travel","Business",447,5,5,5,2,3,5,1,3,5,4,5,5,4,3,42,34,"satisfied"
"1937",1936,64946,"Female","Loyal Customer",63,"Business travel","Business",469,3,1,1,1,2,4,3,3,3,3,3,3,3,2,50,37,"neutral or dissatisfied"
"1938",1937,97599,"Male","Loyal Customer",42,"Business travel","Business",3787,2,2,2,2,3,4,4,2,2,2,2,2,2,3,20,17,"neutral or dissatisfied"
"1939",1938,41387,"Female","disloyal Customer",14,"Business travel","Eco",563,2,4,2,3,1,2,1,1,1,5,3,4,4,1,9,18,"neutral or dissatisfied"
"1940",1939,31711,"Male","Loyal Customer",58,"Personal Travel","Eco",967,3,5,3,3,2,3,2,2,5,5,4,3,4,2,0,0,"neutral or dissatisfied"
"1941",1940,101242,"Female","disloyal Customer",24,"Business travel","Eco",805,1,0,0,3,3,1,3,3,4,5,4,1,4,3,0,0,"neutral or dissatisfied"
"1943",1942,45411,"Male","Loyal Customer",40,"Business travel","Business",3035,4,4,4,4,4,5,2,3,3,2,3,3,3,4,16,22,"satisfied"
"1944",1943,97486,"Male","Loyal Customer",41,"Business travel","Business",2537,2,4,4,4,3,2,2,2,2,2,2,3,2,4,66,46,"neutral or dissatisfied"
"1945",1944,28816,"Male","Loyal Customer",24,"Business travel","Eco",987,0,3,0,3,1,3,1,1,5,4,2,2,4,1,42,22,"satisfied"
"1946",1945,108900,"Male","Loyal Customer",46,"Business travel","Business",1066,1,1,1,1,2,4,4,4,4,4,4,4,4,4,9,0,"satisfied"
"1947",1946,83805,"Female","Loyal Customer",54,"Business travel","Business",2381,5,5,5,5,4,5,4,4,4,4,4,3,4,3,68,66,"satisfied"
"1949",1948,58004,"Female","Loyal Customer",55,"Business travel","Business",2455,5,5,5,5,5,4,5,5,5,5,5,3,5,3,23,13,"satisfied"
"1950",1949,126550,"Female","Loyal Customer",54,"Personal Travel","Eco",644,4,4,4,4,4,5,5,4,4,4,4,5,4,4,22,20,"neutral or dissatisfied"
"1952",1951,64049,"Male","Loyal Customer",55,"Business travel","Business",3678,2,2,2,2,4,4,5,4,4,5,4,4,4,3,18,38,"satisfied"
"1953",1952,71342,"Female","Loyal Customer",69,"Personal Travel","Eco",1514,2,5,3,2,3,1,4,5,5,3,4,4,4,4,90,140,"neutral or dissatisfied"
"1955",1954,64144,"Male","Loyal Customer",44,"Business travel","Eco",989,3,2,2,2,3,3,3,3,1,3,3,4,3,3,0,0,"neutral or dissatisfied"
"1956",1955,67178,"Female","Loyal Customer",13,"Personal Travel","Eco",1017,4,4,4,3,4,4,4,4,1,5,3,3,3,4,0,0,"neutral or dissatisfied"
"1957",1956,41284,"Male","Loyal Customer",36,"Business travel","Business",3312,1,5,5,5,1,4,3,1,1,1,1,2,1,3,0,0,"neutral or dissatisfied"
"1958",1957,113497,"Female","Loyal Customer",47,"Business travel","Business",3735,2,2,2,2,5,5,5,5,5,4,5,5,5,5,0,0,"satisfied"
"1959",1958,71967,"Male","Loyal Customer",63,"Business travel","Business",1437,2,2,2,2,4,4,4,2,2,2,2,4,2,1,11,12,"neutral or dissatisfied"
"1960",1959,61896,"Female","Loyal Customer",7,"Personal Travel","Eco Plus",2254,2,4,2,1,1,2,1,1,5,4,4,3,4,1,29,5,"neutral or dissatisfied"
"1961",1960,68313,"Male","Loyal Customer",47,"Business travel","Business",2165,5,5,5,5,3,3,5,4,4,4,4,3,4,4,0,4,"satisfied"
"1962",1961,3326,"Male","Loyal Customer",49,"Business travel","Business",3997,4,4,4,4,5,5,4,5,5,4,5,4,5,5,37,77,"satisfied"
"1963",1962,59068,"Female","Loyal Customer",40,"Business travel","Business",1726,5,5,5,5,3,4,5,5,5,5,5,3,5,4,0,0,"satisfied"
"1964",1963,61979,"Female","Loyal Customer",50,"Personal Travel","Business",2475,2,4,2,3,2,4,4,4,4,2,4,4,4,4,0,96,"neutral or dissatisfied"
"1965",1964,22190,"Male","Loyal Customer",56,"Business travel","Eco",165,5,3,3,3,5,5,5,5,2,2,3,1,2,5,0,1,"satisfied"
"1968",1967,78592,"Female","Loyal Customer",50,"Business travel","Business",2454,4,5,4,4,3,4,5,4,4,4,4,4,4,5,2,19,"satisfied"
"1970",1969,85058,"Male","Loyal Customer",19,"Personal Travel","Business",696,2,5,2,2,4,2,4,4,5,3,4,5,5,4,0,0,"neutral or dissatisfied"
"1973",1972,49734,"Female","Loyal Customer",65,"Business travel","Eco",308,2,4,4,4,5,4,3,1,1,2,1,1,1,3,0,0,"neutral or dissatisfied"
"1975",1974,14565,"Male","Loyal Customer",29,"Personal Travel","Business",986,3,3,3,3,4,3,1,4,3,3,4,3,3,4,0,0,"neutral or dissatisfied"
"1976",1975,74353,"Male","Loyal Customer",46,"Business travel","Business",1171,3,3,3,3,4,4,4,5,2,4,5,4,5,4,315,299,"satisfied"
"1977",1976,39575,"Male","Loyal Customer",43,"Business travel","Business",965,2,2,2,2,3,4,2,5,5,5,5,5,5,2,0,0,"satisfied"
"1979",1978,28323,"Male","Loyal Customer",45,"Business travel","Business",1588,2,5,5,5,2,4,3,2,2,2,2,2,2,3,16,2,"neutral or dissatisfied"
"1980",1979,37106,"Female","Loyal Customer",56,"Business travel","Eco",1189,4,1,5,1,2,5,5,4,4,4,4,4,4,1,92,92,"satisfied"
"1981",1980,917,"Female","Loyal Customer",56,"Business travel","Business",3870,3,3,3,3,4,4,4,5,5,5,4,5,5,4,0,0,"satisfied"
"1982",1981,11170,"Female","Loyal Customer",25,"Personal Travel","Eco",201,1,3,1,4,4,1,4,4,2,3,1,4,1,4,67,56,"neutral or dissatisfied"
"1985",1984,56864,"Female","Loyal Customer",56,"Business travel","Business",2565,1,1,2,1,4,5,5,5,3,5,5,5,3,5,13,0,"satisfied"
"1986",1985,120620,"Male","Loyal Customer",65,"Personal Travel","Business",280,1,3,1,5,3,4,3,4,4,1,4,5,4,3,0,0,"neutral or dissatisfied"
"1987",1986,128134,"Male","Loyal Customer",23,"Business travel","Business",1587,2,2,2,2,4,4,4,4,5,5,4,3,5,4,0,0,"satisfied"
"1988",1987,64890,"Male","Loyal Customer",28,"Business travel","Business",3291,1,2,3,3,4,3,1,4,2,3,4,1,3,4,0,0,"neutral or dissatisfied"
"1989",1988,24485,"Female","disloyal Customer",29,"Business travel","Eco",547,3,3,3,3,1,3,1,1,4,4,4,2,3,1,5,11,"neutral or dissatisfied"
"1990",1989,103632,"Male","disloyal Customer",36,"Business travel","Business",405,1,1,1,2,5,1,3,5,4,4,5,3,5,5,0,0,"neutral or dissatisfied"
"1991",1990,23911,"Female","Loyal Customer",33,"Business travel","Business",2710,4,5,5,5,3,3,4,4,4,3,4,4,4,3,0,0,"neutral or dissatisfied"
"1992",1991,5847,"Male","Loyal Customer",22,"Business travel","Business",1020,4,4,4,4,3,4,3,3,5,3,5,5,4,3,0,0,"satisfied"
"1993",1992,95341,"Male","Loyal Customer",68,"Personal Travel","Eco",319,1,5,1,4,5,1,5,5,2,4,2,2,3,5,0,0,"neutral or dissatisfied"
"1995",1994,49268,"Male","disloyal Customer",39,"Business travel","Eco",373,2,5,2,3,5,2,5,5,2,4,2,1,2,5,0,0,"neutral or dissatisfied"
"1997",1996,117057,"Female","Loyal Customer",41,"Business travel","Business",2026,3,3,3,3,5,4,4,3,3,3,3,3,3,3,0,0,"neutral or dissatisfied"
"1998",1997,106829,"Male","Loyal Customer",46,"Personal Travel","Eco Plus",1488,3,4,3,3,1,3,1,1,3,3,5,4,5,1,5,0,"neutral or dissatisfied"
"1999",1998,98054,"Male","Loyal Customer",39,"Personal Travel","Eco",1797,4,2,4,4,2,4,2,2,3,2,2,1,3,2,15,12,"satisfied"
"2000",1999,104796,"Female","Loyal Customer",65,"Business travel","Eco",587,2,4,5,4,1,3,3,2,2,2,2,4,2,4,23,26,"neutral or dissatisfied"
"2002",2001,57504,"Male","Loyal Customer",54,"Personal Travel","Eco",1075,2,4,2,1,2,2,2,2,4,2,4,3,4,2,21,29,"neutral or dissatisfied"
"2004",2003,8921,"Male","disloyal Customer",34,"Business travel","Eco",661,2,3,2,3,2,3,3,3,1,4,3,3,1,3,302,296,"neutral or dissatisfied"
"2005",2004,111738,"Male","Loyal Customer",42,"Business travel","Business",2209,1,1,1,1,3,4,4,4,4,5,4,4,4,4,4,22,"satisfied"
"2006",2005,110902,"Female","disloyal Customer",62,"Business travel","Eco",404,1,1,0,3,2,0,5,2,2,5,4,4,3,2,0,0,"neutral or dissatisfied"
"2007",2006,51592,"Female","disloyal Customer",38,"Business travel","Eco",370,1,3,1,4,1,1,1,1,2,5,3,3,3,1,62,78,"neutral or dissatisfied"
"2009",2008,42335,"Female","Loyal Customer",59,"Personal Travel","Eco",550,2,3,2,5,1,5,4,4,4,2,4,5,4,4,73,70,"neutral or dissatisfied"
"2011",2010,51379,"Female","Loyal Customer",8,"Personal Travel","Eco Plus",110,4,3,4,4,3,4,3,3,1,2,2,1,4,3,0,0,"neutral or dissatisfied"
"2012",2011,106850,"Male","Loyal Customer",54,"Personal Travel","Eco",1733,2,3,2,5,1,2,1,1,5,2,4,3,1,1,28,14,"neutral or dissatisfied"
"2013",2012,39478,"Male","Loyal Customer",26,"Business travel","Business",3376,3,3,3,3,3,3,3,3,4,3,4,4,3,3,56,49,"neutral or dissatisfied"
"2014",2013,94305,"Female","Loyal Customer",58,"Business travel","Business",248,5,5,5,5,4,5,4,5,5,5,5,5,5,4,0,0,"satisfied"
"2015",2014,59706,"Female","Loyal Customer",13,"Personal Travel","Eco",861,2,5,3,3,2,3,2,2,3,3,4,3,4,2,0,21,"neutral or dissatisfied"
"2017",2016,40410,"Female","Loyal Customer",43,"Business travel","Business",2920,4,4,3,4,5,2,2,5,5,5,4,1,5,5,0,0,"satisfied"
"2019",2018,17844,"Male","Loyal Customer",30,"Business travel","Eco Plus",505,4,3,3,3,4,4,4,4,4,5,3,5,4,4,0,0,"satisfied"
"2022",2021,69935,"Female","Loyal Customer",59,"Business travel","Business",2174,3,3,3,3,3,3,5,4,4,5,4,5,4,5,0,0,"satisfied"
"2024",2023,123886,"Female","disloyal Customer",37,"Business travel","Eco",173,1,3,1,3,4,1,4,4,3,2,1,1,1,4,0,0,"neutral or dissatisfied"
"2026",2025,55049,"Female","Loyal Customer",53,"Business travel","Business",1346,2,2,3,2,5,5,4,4,4,5,4,3,4,3,2,0,"satisfied"
"2027",2026,69832,"Female","disloyal Customer",21,"Business travel","Business",1055,5,5,5,3,5,5,5,5,4,3,4,3,4,5,12,4,"satisfied"
"2028",2027,114318,"Female","Loyal Customer",64,"Personal Travel","Eco",850,3,5,3,2,5,4,5,2,2,3,2,5,2,3,0,0,"neutral or dissatisfied"
"2029",2028,16546,"Female","disloyal Customer",35,"Business travel","Eco Plus",1134,1,1,1,5,2,1,2,2,1,4,2,3,2,2,1,5,"neutral or dissatisfied"
"2030",2029,55251,"Female","Loyal Customer",17,"Personal Travel","Eco",1009,4,2,4,2,2,4,5,2,2,3,3,2,2,2,0,0,"neutral or dissatisfied"
"2031",2030,56875,"Female","disloyal Customer",20,"Business travel","Business",2434,5,5,5,2,5,4,4,5,4,4,4,4,5,4,2,0,"satisfied"
"2034",2033,40847,"Male","Loyal Customer",9,"Personal Travel","Eco",574,4,5,4,3,2,4,2,2,5,2,5,5,4,2,0,1,"satisfied"
"2035",2034,39059,"Female","disloyal Customer",16,"Business travel","Eco",784,0,0,0,2,1,0,1,1,5,5,4,4,4,1,0,0,"satisfied"
"2037",2036,43862,"Female","Loyal Customer",37,"Business travel","Business",2950,0,4,0,2,4,4,4,5,5,5,5,2,5,3,0,0,"satisfied"
"2038",2037,109435,"Female","Loyal Customer",52,"Business travel","Business",1538,4,4,4,4,4,5,5,2,2,2,2,3,2,3,69,48,"satisfied"
"2039",2038,25873,"Female","disloyal Customer",29,"Business travel","Business",907,2,2,2,1,4,2,4,4,3,2,4,4,4,4,93,91,"neutral or dissatisfied"
"2040",2039,7979,"Male","Loyal Customer",60,"Business travel","Business",2845,4,5,4,4,4,5,5,4,4,4,4,3,4,4,46,45,"satisfied"
"2041",2040,108078,"Male","Loyal Customer",45,"Business travel","Business",997,5,5,5,5,5,5,4,4,4,4,4,5,4,3,0,12,"satisfied"
"2042",2041,123659,"Female","disloyal Customer",21,"Business travel","Business",214,4,0,4,5,5,4,5,5,4,2,4,5,5,5,0,0,"satisfied"
"2043",2042,90036,"Male","disloyal Customer",39,"Business travel","Business",957,1,0,0,5,3,0,3,3,5,5,4,4,5,3,62,55,"neutral or dissatisfied"
"2044",2043,44351,"Female","Loyal Customer",52,"Business travel","Business",2798,3,3,3,3,5,4,4,5,2,5,5,4,4,4,136,125,"satisfied"
"2045",2044,7661,"Female","disloyal Customer",40,"Business travel","Business",604,3,2,2,3,3,2,3,3,1,2,3,2,4,3,0,0,"neutral or dissatisfied"
"2047",2046,116652,"Female","disloyal Customer",26,"Business travel","Business",358,3,4,3,1,3,3,3,3,4,2,4,4,5,3,0,0,"neutral or dissatisfied"
"2048",2047,92078,"Male","Loyal Customer",17,"Business travel","Business",1589,3,4,4,4,3,3,3,3,3,4,3,3,3,3,0,0,"neutral or dissatisfied"
"2049",2048,92099,"Female","Loyal Customer",16,"Business travel","Business",1535,5,5,5,5,4,4,4,4,5,4,1,2,4,4,0,0,"satisfied"
"2050",2049,11082,"Male","Loyal Customer",15,"Personal Travel","Eco",309,3,4,3,1,3,3,1,3,5,3,4,5,4,3,5,16,"neutral or dissatisfied"
"2051",2050,112959,"Female","Loyal Customer",62,"Personal Travel","Eco",1164,1,4,1,1,4,4,5,4,4,1,4,5,4,5,29,25,"neutral or dissatisfied"
"2052",2051,102298,"Male","Loyal Customer",35,"Business travel","Business",1882,1,1,1,1,3,5,5,4,4,4,5,5,4,4,2,0,"satisfied"
"2053",2052,64496,"Male","Loyal Customer",52,"Business travel","Business",190,1,1,1,1,3,2,3,4,4,4,1,3,4,3,0,0,"neutral or dissatisfied"
"2054",2053,68780,"Female","disloyal Customer",25,"Business travel","Eco",926,2,2,2,3,4,2,4,4,4,3,4,2,3,4,10,6,"neutral or dissatisfied"
"2055",2054,121694,"Female","Loyal Customer",61,"Personal Travel","Eco Plus",328,2,2,2,4,2,3,3,5,5,2,5,2,5,1,8,3,"neutral or dissatisfied"
"2056",2055,12841,"Female","Loyal Customer",29,"Personal Travel","Eco",489,2,3,2,3,3,2,3,3,4,4,3,3,4,3,13,12,"neutral or dissatisfied"
"2059",2058,128695,"Male","disloyal Customer",24,"Business travel","Business",1235,5,0,5,4,5,5,4,5,4,2,5,5,5,5,0,0,"satisfied"
"2060",2059,119633,"Female","disloyal Customer",43,"Business travel","Business",1727,2,1,1,4,5,2,3,5,5,5,4,5,5,5,17,47,"neutral or dissatisfied"
"2061",2060,58442,"Female","Loyal Customer",20,"Personal Travel","Eco",733,1,5,1,1,1,1,1,1,5,5,5,1,5,1,0,0,"neutral or dissatisfied"
"2062",2061,19037,"Female","Loyal Customer",24,"Business travel","Eco Plus",788,4,2,1,2,4,4,4,4,5,3,5,3,2,4,0,0,"satisfied"
